epoch,lr,train_loss,val_loss,val_tox_auc,test_tox_auc,test_loss,step,train_tox_auc
0.0,0.0005000000237487257,0.25242844223976135,0.2244476079940796,0.7546645998954773,0.7631821036338806,0.22471444308757782,378,
1.0,0.0005000000237487257,0.21351894736289978,0.21564941108226776,0.7914387583732605,0.7763097286224365,0.22179417312145233,757,0.6821221709251404
2.0,0.0005000000237487257,0.2003277838230133,0.20958837866783142,0.8187794089317322,,,1136,0.7804179787635803
3.0,0.0005000000237487257,0.1841592639684677,0.20562903583049774,0.8190088272094727,,,1515,0.8159072995185852
4.0,0.0005000000237487257,0.165302574634552,0.2101069688796997,0.8268110156059265,,,1894,0.8530083298683167
5.0,0.0005000000237487257,0.1556045413017273,0.192775696516037,0.8358111381530762,,,2273,0.886842668056488
6.0,0.0005000000237487257,0.13928616046905518,0.20755188167095184,0.8211421966552734,,,2652,0.9026281833648682
7.0,0.0005000000237487257,0.12103094905614853,0.2146279215812683,0.8385373950004578,,,3031,0.9254117608070374
8.0,0.0005000000237487257,0.11049997061491013,0.24586747586727142,0.8226533532142639,,,3410,0.9461354613304138
9.0,0.0005000000237487257,0.09827755391597748,0.2661954164505005,0.8302731513977051,,,3789,0.9565372467041016
10.0,0.0005000000237487257,0.08205465227365494,0.252388596534729,0.8240926861763,,,4168,0.9672386050224304
11.0,0.0005000000237487257,0.06398838013410568,0.29566726088523865,0.8078354001045227,0.8023988604545593,0.2927071750164032,4547,0.9784860610961914
12.0,0.000375000003259629,0.04597444832324982,0.33561986684799194,0.8294148445129395,,,4926,0.9879867434501648
13.0,0.000375000003259629,0.030948255211114883,0.39290890097618103,0.8121898770332336,,,5305,0.9939956665039062
14.0,0.000375000003259629,0.026464633643627167,0.40797537565231323,0.8177428245544434,,,5684,0.9969117045402527
15.0,0.000375000003259629,0.023812562227249146,0.43117257952690125,0.8149287700653076,,,6063,0.9978001117706299
16.0,0.000375000003259629,0.02326626144349575,0.47490644454956055,0.8186359405517578,,,6442,0.998339831829071
17.0,0.000375000003259629,0.019629979506134987,0.4401915967464447,0.8245511651039124,,,6821,0.9982495307922363
18.0,0.00028124998789280653,0.011854879558086395,0.5452836751937866,0.8128874897956848,,,7200,0.9987583160400391
19.0,0.00028124998789280653,0.006455858238041401,0.5472077131271362,0.8256645202636719,,,7579,0.9994518160820007
20.0,0.00028124998789280653,0.004966714885085821,0.5715288519859314,0.8268538117408752,,,7958,0.9998450875282288
21.0,0.00028124998789280653,0.0030222090426832438,0.6418789625167847,0.8205201029777527,0.8082444667816162,0.6524116396903992,8337,0.999798595905304
22.0,0.00028124998789280653,0.002080900827422738,0.680356502532959,0.8184391856193542,,,8716,0.9999585747718811
23.0,0.00028124998789280653,0.0020665477495640516,0.6854795217514038,0.8169031143188477,,,9095,0.9999777674674988
24.0,0.00021093750547152013,0.001359654008410871,0.6676139235496521,0.8200430870056152,,,9474,0.999976396560669
25.0,0.00021093750547152013,0.0009316555224359035,0.7186697721481323,0.8188561797142029,,,9853,0.9999938607215881
26.0,0.00021093750547152013,0.0009346412844024599,0.7603211402893066,0.8201966285705566,,,10232,0.9999973773956299
27.0,0.00021093750547152013,0.00089500896865502,0.7313973307609558,0.8190519213676453,,,10611,0.9999983310699463
28.0,0.00021093750547152013,0.0008987339097075164,0.7427377104759216,0.8187295794487,,,10990,0.9999978542327881
29.0,0.00021093750547152013,0.0008074171491898596,0.7537559866905212,0.8194801807403564,,,11369,0.9999978542327881
30.0,0.0001582031254656613,0.0006576371961273253,0.7853640913963318,0.8186210989952087,,,11748,0.9999983310699463
31.0,0.0001582031254656613,0.0006917021819390357,0.7895554900169373,0.8194830417633057,0.8054839968681335,0.804684042930603,12127,0.9999990463256836
32.0,0.0001582031254656613,0.0006091326358728111,0.7683379650115967,0.8198722004890442,,,12506,0.9999986290931702
